Price,Location,Mileage,Engine,Manufacturer,Year,Model,Fuel_Type
"Rs: 2,875,000",Pasyala,"184,000",796,Suzuki,2009,Alto,Petrol
"Rs: 4,800,000",Akarawita,"122,000",1000,Suzuki,2015,Celerio,Petrol
"Rs: 3,750,000",Nittambuwa,"60,000",800,Suzuki,2015,Alto,Petrol
"Rs: 5,275,000",Bandaragama,"106,900",650,Suzuki,2015,Wagon R,Petrol
"Rs: 5,850,000",Kuliyapitiya,"165,000",1500,Toyota,1999,Carina,Petrol
"Rs: 5,475,000",Kotikawatta,"110,000",1000,Suzuki,2017,Celerio,Petrol
"Rs: 2,400,000",Kuliyapitiya,"195,000",1500,Nissan,1992,FB 13,Petrol
"Rs: 5,650,000",Piliyandala,"189,000",1300,Toyota,2008,Yaris,Petrol
"Rs: 11,580,000",Narammala,"136,000",1500,Toyota,2014,Premio,Petrol
Negotiable,Kohuwala,"21,000",1500,BMW,2017,G310,Petrol
"Rs: 5,425,000",Kadawatha,"86,000",1000,Perodua,2016,Axia,Petrol
"Rs: 5,790,000",Kadawatha,"78,000",1000,Suzuki,2018,Celerio,Petrol
"Rs: 5,475,000",Polonnaruwa,"120,000",650,Suzuki,2014,Wagon R,Petrol
Negotiable,Kottawa,0,1000,Nissan,2002,March,Petrol
Negotiable,Kottawa,0,1500,Peugeot,2001,406,Petrol
"Rs: 2,550,000",Horana,0,1000,Micro,2013,Panda,Petrol
"Rs: 15,000,000",Balapitiya,"20,000",1500,Toyota,2023,Aqua,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 2,700,000",Kurunegala,0,800,Suzuki,2001,Alto,Petrol
"Rs: 3,300,000",Kurunegala,"1,200",1500,Nissan,1994,Sunny,Petrol
"Rs: 5,990,000",Ambalangoda,"91,000",1300,Mitsubishi,2008,Lancer,Petrol
"Rs: 2,800,000",Kolonnawa,"150,000",1300,Micro,2012,Panda,Petrol
"Rs: 1,650,000",Elpitiya,"28,500",800,Suzuki,2000,Maruti,Petrol
Negotiable,Polonnaruwa,0,1500,Honda,2025,City,Petrol
Negotiable,Beruwala,"43,000",1000,Micro,2016,Panda,Petrol
Negotiable,Kadawatha,"58,240",1500,Toyota,2010,Allion,Petrol
"Rs: 3,750,000",Ekala,"78,625",800,Suzuki,2015,Alto,Petrol
Negotiable,Anuradhapura,"128,000",1500,BMW,2019,i Series,Petrol
Negotiable,Kottawa,0,1000,Honda,2025,City,Petrol
Negotiable,Wellawa,0,1400,Toyota,1988,Corolla,Petrol
Negotiable,Wariyapola,"168,000",1495,Toyota,2010,Premio,Petrol
"Rs: 2,850,000",Athurugiriya,"129,000",1100,Suzuki,2003,Wagon R,Petrol
"Rs: 8,800,000",Polonnaruwa,0,650,Suzuki,2025,Wagon R,Hybrid
Negotiable,Polonnaruwa,0,1500,Nissan,2025,Almera,Petrol
"Rs: 4,500,000",Bibile,0,1500,Nissan,2002,Sunny,Diesel
Negotiable,Gampaha,0,900,Toyota,2012,Aqua,Hybrid
"Rs: 5,250,000",Panadura,"120,000",1000,Toyota,2007,Vitz,Petrol
"Rs: 3,877,000",Alutgama,"137,000",1500,Honda,2001,City,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,600,000",Wattala,0,660,Daihatsu,2024,Taft,Petrol
Negotiable,Nikaweratiya,"89,000",650,Suzuki,2011,Alto,Petrol
Negotiable,Nikaweratiya,"105,000",650,Suzuki,2005,Alto,Petrol
Negotiable,Kandy,0,650,Daihatsu,2024,Mira,Petrol
Negotiable,Akurana,0,658,Daihatsu,2023,Taft,Petrol
"Rs: 7,250,000",Nikaweratiya,0,1200,Toyota,2007,Axio,Petrol
Negotiable,Nikaweratiya,"147,000",1200,Toyota,2016,Axio,Petrol
Negotiable,Angoda,0,0,Daihatsu,2024,Mira,Petrol
Negotiable,Nikaweratiya,0,650,Suzuki,2015,Wagon R,Petrol
"Rs: 3,475,000",Piliyandala,"68,700",1500,Micro,2012,MX7,Petrol
"Rs: 3,000,000",Avissawella,"131,000",800,Suzuki,2011,Alto,Petrol
"Rs: 9,600,000",Kaduwela,0,1000,Toyota,2024,Yaris,Petrol
"Rs: 2,850,000",Ratmalana,"160,000",1000,Nissan,2000,March,Petrol
"Rs: 5,995,000",Gampaha,"78,000",658,Daihatsu,2016,Move,Petrol
Negotiable,Boralesgamuwa,0,1500,Mercedes Benz,2019,CLA,Petrol
Negotiable,Boralesgamuwa,0,1000,Toyota,2023,Yaris,Petrol
Negotiable,Nikaweratiya,"112,000",1200,Toyota,2015,Premio,Petrol
Negotiable,Nikaweratiya,140,1200,Honda,2008,Fit,Petrol
"Rs: 48,900,000",Maradana (Colombo 10),0,1500,Mercedes Benz,2025,C200,Hybrid
Negotiable,Nikaweratiya,"148,000",1200,Toyota,2007,Allion,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Nittambuwa,0,1000,Toyota,2025,Yaris,Petrol
Negotiable,Boralesgamuwa,0,650,Suzuki,2017,Spacia,Petrol
"Rs: 7,150,000",Kottawa,"6,600",660,Nissan,2024,Dayz,Petrol
"Rs: 7,995,000",Rajagiriya,"100,000",660,Mitsubishi,2023,eK,Hybrid
"Rs: 5,975,000",Wellampitiya,"150,000",990,Toyota,2007,Belta,Petrol
"Rs: 8,100,000",Kottawa,"6,600",660,Toyota,2023,Passo,Petrol
Negotiable,Kottawa,0,660,Toyota,2024,Axio,Petrol
Negotiable,Boralesgamuwa,0,1500,Toyota,2015,Allion,Petrol
"Rs: 9,300,000",Athurugiriya,"195,000",1460,Toyota,2010,Allion,Petrol
"Rs: 7,150,000",Maharagama,"30,000",1498,Toyota,2008,Corolla,Petrol
"Rs: 7,050,000",Kottawa,"1,000",660,Mitsubishi,2024,eK,Petrol
"Rs: 6,975,000",Kottawa,"6,600",660,Mitsubishi,2023,eK,Petrol
Negotiable,Beruwala,"1,550,000",1800,Toyota,2007,Allion,Petrol
Negotiable,Anuradhapura,"148,000",2000,BMW,2012,F10,Petrol
"Rs: 6,900,000",Polonnaruwa,"135,000",990,Toyota,2016,Vitz,Petrol
"Rs: 7,650,000",Panadura,"125,000",1000,Suzuki,2017,Swift,Petrol
Negotiable,Maharagama,"22,000",1000,Suzuki,2018,Swift,Petrol
"Rs: 5,990,000",Maharagama,"24,000",1242,Suzuki,2010,Swift,Petrol
Negotiable,Anuradhapura,"139,000",1490,Toyota,2007,Allion,Petrol
Negotiable,Gamagoda,0,650,Suzuki,2018,Wagon R,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 2,800,000",Matale,"120,000",1200,Tata,2015,Indica,Petrol
Negotiable,Kottawa,0,1000,Zotye,2011,Nomad,Petrol
Negotiable,Dematagoda (Colombo 09),0,1490,Honda,2015,Grace,Petrol
Negotiable,Kotugoda,0,990,Toyota,2013,Aqua,Petrol
Negotiable,Negombo,0,1330,Honda,2016,Grace,Petrol
"Rs: 3,900,000",Maharagama,"96,000",800,Suzuki,2015,Alto,Petrol
"Rs: 3,500,000",Godakawela,"103,000",796,Suzuki,2015,Alto,Petrol
"Rs: 8,100,000",Nugegoda,"161,000",1490,Toyota,2012,Axio,Petrol
Negotiable,Kottawa,0,1500,Honda,2011,Insight,Petrol
"Rs: 2,850,000",Kuruwita,"200,000",1500,Mitsubishi,1993,Lancer,Petrol
Negotiable,Kurunegala,"135,000",1000,Toyota,2015,Vitz,Petrol
Negotiable,Kohuwala,"65,000",1000,Toyota,2015,Premio,Petrol
"Rs: 12,600,000",Yakkala,"95,000",1500,Honda,2018,Shuttle,Hybrid
"Rs: 6,385,000",Dehiwala,"131,000",660,Suzuki,2016,Spacia,Petrol
"Rs: 7,650,000",Yakkala,"2,700",650,Suzuki,2025,Wagon R,Petrol
"Rs: 6,790,000",Yakkala,"68,000",650,Suzuki,2018,Wagon R,Hybrid
"Rs: 8,900,000",Panadura,"121,000",1500,Toyota,2010,Allion,Petrol
"Rs: 7,500,000",Marawila,"42,000",1000,Toyota,2017,Vitz,Petrol
"Rs: 8,900,000",Kandy,0,658,Honda,2023,N BOX,Petrol
"Rs: 7,600,000",Kandy,0,1496,Toyota,2005,Premio,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,800,000",Kandy,0,659,Nissan,2016,Roox,Petrol
"Rs: 5,800,000",Badulla,"163,000",1300,Toyota,2007,Vitz,Petrol
"Rs: 3,400,000",Galle,"224,000",800,Suzuki,2015,Alto,Petrol
"Rs: 10,500,000",Negombo,"18,000",1000,Toyota,2023,Roomy,Petrol
Negotiable,Kohuwala,0,2000,Porsche,2025,Macan,Petrol
"Rs: 8,900,000",Akarawita,"150,000",1490,Toyota,2010,Allion,Petrol
Negotiable,Ratnapura,"122,000",1000,Toyota,2008,Vitz,Petrol
Negotiable,Dehiwala,0,1500,Suzuki,2024,Spacia,Petrol
Negotiable,Borella (Colombo 08),0,1330,Honda,2009,Insight,Petrol
"Rs: 18,500,000",Kohuwala,0,1500,Toyota,2025,Yaris Ativ,Hybrid
Negotiable,Kalutara,0,990,Toyota,2012,Aqua,Petrol
Negotiable,Divullegoda,0,650,Suzuki,2017,Wagon R,Petrol
"Rs: 37,500,000",Kohuwala,"90,000",3000,Mercedes Benz,2014,S Class,Petrol
"Rs: 13,350,000",Kohuwala,0,1000,Nissan,2025,Almera,Petrol
"Rs: 13,400,000",Kohuwala,0,1000,Nissan,2025,Almera,Petrol
"Rs: 390,000",Negombo,"100,000",1400,Mitsubishi,1972,Lancer,Petrol
"Rs: 17,500,000",Kohuwala,"70,000",2000,Mercedes Benz,2015,E Class,Diesel
"Rs: 2,950,000",Ragama,"149,000",1000,Nissan,2002,March,Petrol
"Rs: 3,500,000",Piliyandala,0,2000,Toyota,1997,Corolla,Diesel
"Rs: 4,800,000",Anuradhapura,"154,000",1500,Nissan,2002,FB 15,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 2,550,000",Anuradhapura,"120,000",1650,Toyota,1995,Corona,Petrol
"Rs: 4,400,000",Dompe,"167,320",1000,Perodua,2011,Elite,Petrol
"Rs: 2,800,000",Galle,"126,000",800,Suzuki,2010,Alto,Petrol
"Rs: 5,490,000",Ja-Ela,"240,000",1500,Nissan,2007,Tiida,Petrol
"Rs: 5,975,000",Kalubowila,"59,000",1000,KIA,2018,Picanto,Petrol
"Rs: 5,750,000",Kalubowila,"149,000",1000,Toyota,2011,Vitz,Petrol
Negotiable,Wellampitiya,"103,000",990,Toyota,2019,Vitz,Petrol
"Rs: 7,800,000",Raddolugama,"115,000",1240,Suzuki,2017,Swift,Hybrid
"Rs: 3,750,000",Hanwella,110,800,Suzuki,2015,Alto,Petrol
"Rs: 4,200,000",Badulla,"173,000",1300,Nissan,2003,N 16,Petrol
"Rs: 7,800,000",Polonnaruwa,0,650,Suzuki,2024,Wagon R,Hybrid
"Rs: 5,650,000",Ella,"1,234",1500,Honda,2008,ARIA,Petrol
Negotiable,Polonnaruwa,0,650,Suzuki,2024,Wagon R,Hybrid
Negotiable,Kalutara,"218,000",1300,Toyota,2002,IST,Petrol
"Rs: 4,675,000",Kalubowila,"225,000",1500,Nissan,2004,Sunny,Petrol
"Rs: 15,500,000",Anuradhapura,"90,000",1500,Toyota,2017,Premio,Hybrid
Negotiable,Kataragama,"60,000",1200,Honda,2011,Fit,Hybrid
"Rs: 7,500,000",Boralesgamuwa,"93,000",1000,Toyota,2017,Vitz,Petrol
"Rs: 4,900,000",Ragama,"78,000",1000,Suzuki,2016,Celerio,Petrol
"Rs: 8,000,000",Homagama,"69,000",900,Toyota,2017,Roomy,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Polonnaruwa,24,1500,Toyota,2005,Corolla,Petrol
"Rs: 3,525,000",Ragama,"115,000",1000,Suzuki,2010,Estilo,Petrol
Negotiable,Polonnaruwa,"118,500",660,Suzuki,2017,Wagon R,Petrol
"Rs: 3,800,000",Sainthamaruthu,"89,000",800,Suzuki,2011,Estilo,Petrol
Negotiable,Akkarayankulam,0,1000,Daihatsu,2025,Taft,Petrol
"Rs: 14,500,000",Dankotuwa,"76,000",1490,Toyota,2018,Premio,Petrol
"Rs: 3,850,000",Sainthamaruthu,"125,000",1490,Nissan,2001,FB 15,Petrol
Negotiable,Anuradhapura,"15,000",650,Suzuki,2018,Wagon R,Hybrid
"Rs: 3,575,000",Ragama,"98,000",1000,Suzuki,2012,Estilo,Petrol
"Rs: 6,675,000",Malabe,"64,000",650,Suzuki,2017,Wagon R,Hybrid
"Rs: 3,650,000",Dehiwala,"302,000",2000,Toyota,1999,Sprinter,Diesel
Negotiable,Divulapitiya,0,800,Suzuki,2015,Alto,Petrol
Negotiable,Ganemulla,0,998,Perodua,2017,Axia,Petrol
Negotiable,Narahenpita (Colombo 05),0,1790,Toyota,2012,Prius,Hybrid
Negotiable,Kochchikade,0,650,Suzuki,2018,Wagon R,Petrol
"Rs: 4,750,000",Mattakkuliya (Colombo 15),"103,000",1800,Micro,2015,Emgrand 7,Petrol
Negotiable,Pilimatalawa,"100,000",1000,Nissan,2001,March,Petrol
"Rs: 6,800,000",Kalpitiya,"139,000",1330,Honda,2011,Fit,Hybrid
Negotiable,Borella (Colombo 08),0,990,Toyota,2013,Vitz,Petrol
Negotiable,Dambulla,"166,000",660,Suzuki,2003,Swift,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Seeduwa,0,650,Suzuki,2017,Wagon R,Hybrid
"Rs: 12,500,000",Nugegoda,"125,000",1500,Toyota,2018,Axio,Hybrid
"Rs: 9,000,000",Ja-Ela,"119,700",1500,Toyota,2014,Axio,Petrol
"Rs: 485,000",Pilimatalawa,"120,000",1496,Mitsubishi,1973,Lancer,Petrol
"Rs: 5,550,000",Wattala,"100,000",650,Suzuki,2014,Wagon R,Petrol
"Rs: 620,000",Pilimatalawa,"150,000",1496,Mitsubishi,1973,Lancer,Petrol
"Rs: 3,975,000",Polgolla,"137,000",998,Suzuki,2010,A Star,Petrol
"Rs: 485,000",Pilimatalawa,"160,000",1167,Toyota,1974,Corolla,Petrol
"Rs: 20,500,000",Cinnamon Garden (Colombo 07),"65,000",1500,BMW,2017,M Series,Petrol
Negotiable,Ekala,0,990,Daihatsu,2025,Mira,Petrol
Negotiable,Kotahena (Colombo 13),0,1500,Toyota,2012,Premio,Petrol
Negotiable,Galle,0,1490,Toyota,2015,Axio,Petrol
Negotiable,Dagonna,0,990,Toyota,2014,Aqua,Petrol
Negotiable,Delwagura,0,1490,Toyota,2014,Prius,Petrol
Negotiable,Kandy,0,1990,Honda,1999,City,Petrol
Negotiable,Kandy,0,650,Suzuki,2017,Wagon R,Petrol
"Rs: 6,775,000",Adampan,"139,000",2000,BMW,2000,3 Series,Diesel
"Rs: 5,450,000",Athurugiriya,"198,000",1500,Toyota,2000,Corolla,Petrol
"Rs: 8,300,000",Gampaha,"149,000",1995,Subaru,2014,XV,Hybrid
"Rs: 4,800,000",Nugegoda,"125,000",1000,Toyota,2008,Passo,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 9,800,000",Karapitiya,"128,000",1500,Toyota,2014,Axio,Hybrid
"Rs: 4,300,000",Ampitiya,"241,000",1300,Suzuki,2003,Swift,Petrol
Negotiable,Nittambuwa,"182,000",1500,Toyota,2014,Axio,Petrol
"Rs: 2,650,000",Matugama,"215,000",1970,Nissan,1996,Sunny,Diesel
"Rs: 19,500,000",Cinnamon Garden (Colombo 07),"65,000",1500,BMW,2017,F30,Petrol
"Rs: 8,300,000",Matara,"121,000",1490,Honda,2016,Grace,Hybrid
Negotiable,Wellampitiya,"135,000",2000,BMW,2012,M Series,Petrol
"Rs: 9,000,000",Kalutara,"96,000",1490,Honda,2016,Grace,Hybrid
"Rs: 4,975,000",Ragama,"158,000",1500,Toyota,2005,Vios,Petrol
Negotiable,Kottawa,0,800,Suzuki,2004,Alto,Petrol
Negotiable,Anuradhapura,0,660,Suzuki,2017,Wagon R,Petrol
"Rs: 16,300,000",Anuradhapura,"112,000",1500,Toyota,2018,Premio,Petrol
Negotiable,Kottawa,0,1000,Suzuki,2015,Spacia,Diesel
"Rs: 7,100,000",Anuradhapura,"132,000",1500,Toyota,2013,Aqua,Hybrid
"Rs: 3,180,000",Battaramulla,"250,000",1500,Mitsubishi,1992,Lancer,Petrol
Negotiable,Negombo,"88,000",650,Suzuki,2018,Wagon R,Hybrid
Negotiable,Nittambuwa,0,1500,Toyota,2013,Premio,Petrol
"Rs: 9,200,000",Borella (Colombo 08),"22,000",1000,Toyota,2022,Yaris,Petrol
"Rs: 5,400,000",Wellawatta (Colombo 06),"150,000",1500,Honda,2004,Civic,Petrol
"Rs: 6,700,700",Athurugiriya,"170,000",1300,Toyota,2007,Yaris,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,575,000",Nittambuwa,0,660,Suzuki,2025,Wagon R,Petrol
Negotiable,Kurunegala,300,650,Suzuki,2025,Wagon R,Hybrid
Negotiable,Kurunegala,0,650,Suzuki,2025,Wagon R,Hybrid
Negotiable,Eheliyagoda,"138,000",1000,Toyota,2015,Vitz,Petrol
"Rs: 3,350,000",Padukka,"47,200",800,Datsun,2016,Redi Go,Petrol
"Rs: 5,290,000",Kadawatha,"92,000",1000,Suzuki,2017,Celerio,Petrol
"Rs: 1,790,000",Padukka,"65,900",800,Chery,2007,QQ,Petrol
"Rs: 6,525,000",Mount Lavinia,"175,000",1490,Toyota,2012,Aqua,Hybrid
"Rs: 4,595,000",Adampan,"161,000",1000,Suzuki,2015,Celerio,Petrol
"Rs: 2,890,000",Malabe,"235,000",1300,Nissan,1996,Sunny,Petrol
"Rs: 2,375,000",Malabe,"60,000",800,Suzuki,2000,Maruti,Petrol
"Rs: 7,750,000",Dehiwala,"158,000",1500,Toyota,2014,Aqua,Hybrid
"Rs: 6,890,000",Malabe,"61,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 5,790,000",Kadawatha,"111,000",1000,Perodua,2017,Axia,Petrol
Negotiable,Kottawa,0,800,Suzuki,2004,Maruti,Petrol
Negotiable,Kottawa,"1,234,566",1500,Citroen,1996,Xsara,Petrol
Negotiable,Kottawa,0,1500,Suzuki,2016,Swift,Petrol
Negotiable,Kottawa,0,1500,Proton,2003,Waja,Petrol
Negotiable,Kadawatha,"143,000",1196,Toyota,2015,Axio,Petrol
Negotiable,Nugegoda,"131,000",1500,Honda,2015,Grace,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Galle,"97,000",650,Suzuki,2014,Wagon R,Petrol
Negotiable,Kadawatha,"180,000",1496,Toyota,2013,Aqua,Hybrid
Negotiable,Polonnaruwa,"85,000",1000,Toyota,2018,Vitz,Petrol
Negotiable,Kadawatha,"155,000",1000,Toyota,2010,Allion,Petrol
Negotiable,Kotugoda,"184,000",800,Suzuki,2017,Alto,Petrol
"Rs: 2,430,000",Kahathuduwa,"84,000",800,Suzuki,2010,Maruti,Petrol
"Rs: 8,000,000",Ambalangoda,"6,500",660,Suzuki,2024,Spacia,Hybrid
Negotiable,Kurunegala,"104,000",800,Suzuki,2014,Alto,Petrol
Negotiable,Kandy,"17,000",1500,Toyota,2007,Allion,Petrol
"Rs: 4,490,000",Badulla,"100,000",1240,Nissan,2002,March,Petrol
Negotiable,Mawilmada,"18,000",1500,Toyota,2007,Allion,Petrol
Negotiable,Kandy,"112,000",1500,Toyota,2015,Premio,Petrol
"Rs: 7,950,000",Kandy,"118,000",1500,Toyota,2007,Premio,Petrol
"Rs: 3,600,000",Minuwangoda,"165,000",1000,Nissan,1997,March,Petrol
"Rs: 8,990,000",Kandy,"118,000",1500,Toyota,2010,Premio,Petrol
"Rs: 1,850,000",Wattala,"265,000",1300,Ford,1993,Laser,Petrol
"Rs: 7,250,000",Dekatana,"116,680",990,Toyota,2013,Vitz,Petrol
"Rs: 3,550,000",Peradeniya,"102,000",1000,Suzuki,2010,Estilo,Petrol
"Rs: 9,000,000",Negombo,0,660,Nissan,2025,Roox,Petrol
"Rs: 8,500,000",Negombo,0,660,Daihatsu,2025,Taft,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 9,250,000",Negombo,200,660,Nissan,2025,Roox,Petrol
"Rs: 6,950,000",Kohuwala,"85,000",1500,Honda,2013,Fit,Petrol
"Rs: 18,275,000",Nugegoda,"1,500",1000,BMW,2013,i Series,Petrol
"Rs: 5,600,000",Dehiwala,"280,000",1500,Honda,2002,Civic,Petrol
Negotiable,Nittambuwa,"163,000",1500,Toyota,2013,Premio,Petrol
Negotiable,Katugastota,"180,000",1500,Toyota,2013,Premio,Hybrid
"Rs: 8,890,000",Kohuwala,"105,000",1500,Toyota,2015,Aqua,Petrol
Negotiable,Nittambuwa,0,1500,Toyota,2016,Premio,Petrol
Negotiable,Pugoda,0,1500,Toyota,2015,Axio,Petrol
"Rs: 7,450,000",Kelaniya,"114,000",1200,Toyota,2013,Aqua,Petrol
"Rs: 2,500,000",Moratuwa,0,1500,Micro,2012,Panda,Petrol
"Rs: 4,000,000",Homagama,"140,000",1330,Toyota,1993,Starlet,Petrol
Negotiable,Katugastota,"151,000",1500,Honda,2015,Grace,Hybrid
"Rs: 13,500,000",Andiambalama,"176,000",1490,Toyota,2016,Premio,Petrol
"Rs: 7,950,000",Kohuwala,"12,400",660,Suzuki,2024,Wagon R,Hybrid
"Rs: 12,000,000",Colombo Fort (Colombo 01),"69,699",2488,Mazda,2016,6,Petrol
Negotiable,Wellampitiya,"81,000",3000,Mercedes Benz,2014,S Class,Hybrid
Negotiable,Wellampitiya,"110,000",660,Toyota,2015,Pixis,Petrol
Negotiable,Nittambuwa,0,1200,Nissan,1999,Sunny,Petrol
"Rs: 3,900,000",Delgoda,"119,000",796,Suzuki,2015,Alto,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 4,200,000",Ratmalana,"172,000",1300,Nissan,2003,Sunny,Petrol
"Rs: 4,250,000",Kollupitiya (Colombo 03),0,1500,Toyota,2005,Vios,Hybrid
"Rs: 13,200,000",Nattandiya,"86,000",1500,Toyota,2018,Premio,Petrol
"Rs: 3,495,000",Panadura,"150,000",660,Suzuki,2003,Alto,Petrol
Negotiable,Nittambuwa,0,660,Suzuki,2018,Wagon R,Petrol
Negotiable,Nittambuwa,0,1200,Honda,2018,Grace,Petrol
"Rs: 4,190,000",Galle,"165,810",1000,Perodua,2011,Viva,Petrol
Negotiable,Alawwa,"122,000",1500,Honda,2016,Grace,Hybrid
"Rs: 6,375,000",Wennappuwa,"131,000",1300,Toyota,2010,Belta,Petrol
Negotiable,Deiyandara,"115,000",660,Suzuki,2018,Wagon R,Hybrid
"Rs: 9,050,000",Kandy,"118,000",1500,Toyota,2010,Premio,Petrol
"Rs: 4,875,000",Kosgoda,"185,000",796,Suzuki,2017,Alto,Petrol
"Rs: 35,800,000",Kotahena (Colombo 13),0,000,Mercedes Benz,2024,EQB,Electric
"Rs: 4,500,000",Dematagoda (Colombo 09),"82,500",998,Suzuki,2015,Alto,Petrol
Negotiable,Ruwanwella,"41,000",1000,Micro,2018,Panda,Petrol
Negotiable,Kandy,"170,000",0,Toyota,2007,Allion,Petrol
"Rs: 6,000,000",Kalmunai,"98,000",1300,Nissan,2008,Sunny,Petrol
"Rs: 5,475,000",Dodangaslanda,"190,000",1300,Toyota,2006,Corolla,Petrol
"Rs: 8,100,000",Katugastota,"139,000",1500,Toyota,2015,Aqua,Petrol
"Rs: 28,000,000",Katugastota,"90,000",2000,BMW,2017,M Series,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,700,000",Hambantota,"120,000",650,Suzuki,2015,Wagon R,Hybrid
"Rs: 4,290,000",Ruwanwella,"222,000",1500,Suzuki,2005,Swift,Petrol
"Rs: 5,000,000",Galle,"97,000",658,Suzuki,2014,Wagon R,Petrol
"Rs: 2,495,000",Piliyandala,"165,000",1300,Suzuki,1998,Swift,Petrol
"Rs: 3,590,000",Nugegoda,"120,000",800,Suzuki,2015,Alto,Petrol
"Rs: 5,800,000",Kalmunai,"134,000",655,Suzuki,2017,Wagon R,Hybrid
"Rs: 7,250,000",Kottawa,"6,600",660,Suzuki,2023,Spacia,Petrol
"Rs: 8,700,000",Beruwala,"140,000",1490,Toyota,2014,Axio,Petrol
"Rs: 7,100,000",Godagama,197,1500,Toyota,2008,Axio,Petrol
"Rs: 6,650,000",Mirigama,"145,000",1500,Toyota,2012,Aqua,Petrol
Negotiable,Kurunegala,350,800,Suzuki,2024,Alto,Hybrid
"Rs: 2,660,000",Maharagama,"240,000",1500,Mitsubishi,1998,Lancer,Petrol
"Rs: 7,575,000",Kottawa,"6,600",660,Honda,2026,N BOX,Petrol
"Rs: 5,300,000",Anuradhapura,"73,000",650,Suzuki,2017,Wagon R,Petrol
"Rs: 7,575,000",Kottawa,"6,600",660,Nissan,2023,Roox,Petrol
